TRANSACTION_AMT,TRANSACTION_DT,CMTE_PTY_AFFILIATION,ZIP,LAT,LNG,UnixTime
500,3/22/15,DEM,20785,38.920111,-76.889,1426982400
504,6/30/15,,20785,38.920111,-76.889,1435622400
250,5/27/15,UNK,20785,38.920111,-76.889,1432684800
2500,4/22/15,DEM,20812,38.97026,-77.1442,1429660800
2000,3/22/15,,20814,38.999759,-77.10185,1426982400
250,6/30/15,DEM,20814,38.999759,-77.10185,1435622400
500,5/11/15,,20814,38.999759,-77.10185,1431302400
250,6/8/15,DEM,20814,38.999759,-77.10185,1433721600
500,2/10/15,,20814,38.999759,-77.10185,1423526400
32400,1/27/15,DEM,20814,38.999759,-77.10185,1422316800
300,3/28/15,,20814,38.999759,-77.10185,1427500800
5000,6/10/15,,20814,38.999759,-77.10185,1433894400
236,1/1/15,,20814,38.999759,-77.10185,1420070400
2500,6/8/15,DEM,20814,38.999759,-77.10185,1433721600
12843,5/13/15,DEM,20814,38.999759,-77.10185,1431475200
500,5/30/15,,20814,38.999759,-77.10185,1432944000
250,3/13/15,DEM,20814,38.999759,-77.10185,1426204800
500,3/31/15,,20814,38.999759,-77.10185,1427760000
416,3/31/15,,20814,38.999759,-77.10185,1427760000
1000,3/12/15,DEM,20814,38.999759,-77.10185,1426118400
500,6/26/15,,20814,38.999759,-77.10185,1435276800
500,3/31/15,,20814,38.999759,-77.10185,1427760000
100,5/22/15,REP,20814,38.999759,-77.10185,1432252800
1000,2/12/15,,20814,38.999759,-77.10185,1423699200
500,4/30/15,DEM,20814,38.999759,-77.10185,1430352000
250,6/5/15,,20814,38.999759,-77.10185,1433462400
250,2/24/15,,20814,38.999759,-77.10185,1424736000
2000,3/25/15,DEM,20814,38.999759,-77.10185,1427241600
1000,6/15/15,,20814,38.999759,-77.10185,1434326400
1500,5/6/15,DEM,20814,38.999759,-77.10185,1430870400
200,5/29/15,,20814,38.999759,-77.10185,1432857600
500,3/17/15,,20814,38.999759,-77.10185,1426550400
250,6/3/15,,20814,38.999759,-77.10185,1433289600
250,6/26/15,,20814,38.999759,-77.10185,1435276800
500,5/11/15,DEM,20814,38.999759,-77.10185,1431302400
1000,5/20/15,DEM,20814,38.999759,-77.10185,1432080000
208,6/17/15,,20814,38.999759,-77.10185,1434499200
500,3/30/15,,20814,38.999759,-77.10185,1427673600
300,4/1/15,DEM,20814,38.999759,-77.10185,1427846400
250,6/15/15,,20814,38.999759,-77.10185,1434326400
250,4/3/15,,20814,38.999759,-77.10185,1428019200
250,6/30/15,DEM,20814,38.999759,-77.10185,1435622400
-60,2/3/15,,20814,38.999759,-77.10185,1422921600
200,3/30/15,,20814,38.999759,-77.10185,1427673600
500,4/21/15,DEM,20814,38.999759,-77.10185,1429574400
208,3/4/15,,20814,38.999759,-77.10185,1425427200
1000,6/3/15,,20814,38.999759,-77.10185,1433289600
416,1/31/15,,20814,38.999759,-77.10185,1422662400
500,5/31/15,DEM,20814,38.999759,-77.10185,1433030400
500,5/25/15,DEM,20814,38.999759,-77.10185,1432512000
208,6/3/15,,20814,38.999759,-77.10185,1433289600
500,2/3/15,DEM,20814,38.999759,-77.10185,1422921600
4500,6/26/15,DEM,20814,38.999759,-77.10185,1435276800
250,6/3/15,,20814,38.999759,-77.10185,1433289600
-60,2/3/15,,20814,38.999759,-77.10185,1422921600
250,3/10/15,,20814,38.999759,-77.10185,1425945600
1000,2/20/15,,20814,38.999759,-77.10185,1424390400
1000,6/24/15,REP,20814,38.999759,-77.10185,1435104000
250,6/26/15,,20814,38.999759,-77.10185,1435276800
500,4/12/15,,20814,38.999759,-77.10185,1428796800
500,5/15/15,,20814,38.999759,-77.10185,1431648000
1000,3/7/15,,20814,38.999759,-77.10185,1425686400
500,5/3/15,DEM,20814,38.999759,-77.10185,1430611200
500,3/4/15,,20814,38.999759,-77.10185,1425427200
1000,5/22/15,DEM,20814,38.999759,-77.10185,1432252800
250,1/12/15,,20814,38.999759,-77.10185,1421020800
2500,5/4/15,DEM,20814,38.999759,-77.10185,1430697600
250,2/17/15,DEM,20814,38.999759,-77.10185,1424131200
375,6/8/15,UNK,20814,38.999759,-77.10185,1433721600
500,5/28/15,,20814,38.999759,-77.10185,1432771200
1000,3/10/15,,20814,38.999759,-77.10185,1425945600
200,3/19/15,,20814,38.999759,-77.10185,1426723200
250,3/31/15,DEM,20814,38.999759,-77.10185,1427760000
416,6/30/15,,20814,38.999759,-77.10185,1435622400
416,4/30/15,,20814,38.999759,-77.10185,1430352000
400,2/17/15,DEM,20814,38.999759,-77.10185,1424131200
500,3/31/15,DEM,20814,38.999759,-77.10185,1427760000
250,6/15/15,DEM,20814,38.999759,-77.10185,1434326400
300,3/30/15,,20814,38.999759,-77.10185,1427673600
500,3/31/15,DEM,20814,38.999759,-77.10185,1427760000
400,6/3/15,DEM,20814,38.999759,-77.10185,1433289600
250,3/26/15,,20814,38.999759,-77.10185,1427328000
200,1/3/15,,20814,38.999759,-77.10185,1420243200
435,5/31/15,,20814,38.999759,-77.10185,1433030400
250,3/27/15,DEM,20814,38.999759,-77.10185,1427414400
500,4/8/15,,20814,38.999759,-77.10185,1428451200
2000,3/27/15,,20814,38.999759,-77.10185,1427414400
500,2/3/15,,20814,38.999759,-77.10185,1422921600
1000,6/8/15,DEM,20814,38.999759,-77.10185,1433721600
250,4/8/15,,20814,38.999759,-77.10185,1428451200
3000,4/30/15,,20814,38.999759,-77.10185,1430352000
375,6/12/15,,20814,38.999759,-77.10185,1434067200
2700,2/12/15,,20814,38.999759,-77.10185,1423699200
2700,3/16/15,,20814,38.999759,-77.10185,1426464000
208,4/6/15,,20814,38.999759,-77.10185,1428278400
208,2/18/15,,20814,38.999759,-77.10185,1424217600
200,6/13/15,,20814,38.999759,-77.10185,1434153600
1000,3/9/15,,20814,38.999759,-77.10185,1425859200
250,6/13/15,,20814,38.999759,-77.10185,1434153600
250,6/9/15,DEM,20814,38.999759,-77.10185,1433808000
500,5/26/15,,20814,38.999759,-77.10185,1432598400
2700,5/15/15,,20814,38.999759,-77.10185,1431648000
500,3/4/15,,20814,38.999759,-77.10185,1425427200
15,3/23/15,DEM,20814,38.999759,-77.10185,1427068800
325,5/8/15,,20814,38.999759,-77.10185,1431043200
2500,2/3/15,REP,20814,38.999759,-77.10185,1422921600
225,1/7/15,DEM,20814,38.999759,-77.10185,1420588800
1000,3/25/15,,20814,38.999759,-77.10185,1427241600
250,3/7/15,,20814,38.999759,-77.10185,1425686400
1000,3/22/15,,20814,38.999759,-77.10185,1426982400
208,3/18/15,,20814,38.999759,-77.10185,1426636800
400,2/17/15,,20814,38.999759,-77.10185,1424131200
500,6/10/15,,20814,38.999759,-77.10185,1433894400
500,5/29/15,,20814,38.999759,-77.10185,1432857600
250,4/8/15,,20814,38.999759,-77.10185,1428451200
500,5/22/15,DEM,20814,38.999759,-77.10185,1432252800
1000,5/29/15,,20814,38.999759,-77.10185,1432857600
500,6/11/15,,20814,38.999759,-77.10185,1433980800
250,6/8/15,,20814,38.999759,-77.10185,1433721600
300,1/28/15,,20814,38.999759,-77.10185,1422403200
250,3/7/15,,20814,38.999759,-77.10185,1425686400
208,1/21/15,,20814,38.999759,-77.10185,1421798400
1000,3/31/15,DEM,20814,38.999759,-77.10185,1427760000
250,4/28/15,,20814,38.999759,-77.10185,1430179200
1000,6/30/15,,20814,38.999759,-77.10185,1435622400
2500,2/9/15,DEM,20814,38.999759,-77.10185,1423440000
250,4/28/15,,20814,38.999759,-77.10185,1430179200
200,5/29/15,,20814,38.999759,-77.10185,1432857600
500,3/31/15,DEM,20814,38.999759,-77.10185,1427760000
250,2/25/15,DEM,20814,38.999759,-77.10185,1424822400
250,4/28/15,,20814,38.999759,-77.10185,1430179200
1000,3/30/15,,20814,38.999759,-77.10185,1427673600
300,5/18/15,REP,20814,38.999759,-77.10185,1431907200
5000,5/19/15,,20814,38.999759,-77.10185,1431993600
285,5/17/15,,20814,38.999759,-77.10185,1431820800
1000,6/30/15,REP,20814,38.999759,-77.10185,1435622400
-300,5/18/15,REP,20814,38.999759,-77.10185,1431907200
208,5/18/15,,20814,38.999759,-77.10185,1431907200
500,5/31/15,,20814,38.999759,-77.10185,1433030400
200,5/18/15,REP,20814,38.999759,-77.10185,1431907200
500,5/13/15,,20814,38.999759,-77.10185,1431475200
416,2/28/15,,20814,38.999759,-77.10185,1425081600
2291,6/30/15,,20814,38.999759,-77.10185,1435622400
1000,3/3/15,,20814,38.999759,-77.10185,1425340800
200,2/10/15,DEM,20814,38.999759,-77.10185,1423526400
400,6/3/15,DEM,20814,38.999759,-77.10185,1433289600
500,6/5/15,,20814,38.999759,-77.10185,1433462400
1000,5/29/15,,20814,38.999759,-77.10185,1432857600
208,2/6/15,,20814,38.999759,-77.10185,1423180800
500,6/3/15,,20814,38.999759,-77.10185,1433289600
500,3/25/15,DEM,20814,38.999759,-77.10185,1427241600
2000,3/31/15,,20814,38.999759,-77.10185,1427760000
5400,5/15/15,,20814,38.999759,-77.10185,1431648000
200,3/19/15,,20814,38.999759,-77.10185,1426723200
41600,6/19/15,REP,20814,38.999759,-77.10185,1434672000
500,6/8/15,,20814,38.999759,-77.10185,1433721600
500,5/15/15,,20814,38.999759,-77.10185,1431648000
250,5/21/15,,20814,38.999759,-77.10185,1432166400
1000,2/26/15,DEM,20814,38.999759,-77.10185,1424908800
2000,3/29/15,,20814,38.999759,-77.10185,1427587200
2700,6/24/15,,20814,38.999759,-77.10185,1435104000
3000,4/6/15,,20814,38.999759,-77.10185,1428278400
1300,6/19/15,,20814,38.999759,-77.10185,1434672000
450,3/9/15,,20814,38.999759,-77.10185,1425859200
250,2/27/15,,20814,38.999759,-77.10185,1424995200
2000,3/9/15,,20814,38.999759,-77.10185,1425859200
2600,1/20/15,,20814,38.999759,-77.10185,1421712000
500,6/7/15,,20814,38.999759,-77.10185,1433635200
236,6/1/15,,20814,38.999759,-77.10185,1433116800
2000,3/25/15,,20814,38.999759,-77.10185,1427241600
750,6/16/15,DEM,20814,38.999759,-77.10185,1434412800
250,6/9/15,,20814,38.999759,-77.10185,1433808000
1000,3/26/15,,20814,38.999759,-77.10185,1427328000
500,3/24/15,DEM,20814,38.999759,-77.10185,1427155200
200,3/19/15,,20814,38.999759,-77.10185,1426723200
1000,3/3/15,,20814,38.999759,-77.10185,1425340800
400,3/19/15,,20814,38.999759,-77.10185,1426723200
275,5/13/15,DEM,20814,38.999759,-77.10185,1431475200
208,5/6/15,,20814,38.999759,-77.10185,1430870400
300,5/18/15,REP,20814,38.999759,-77.10185,1431907200
250,3/4/15,,20814,38.999759,-77.10185,1425427200
500,6/22/15,REP,20814,38.999759,-77.10185,1434931200
1000,3/27/15,,20814,38.999759,-77.10185,1427414400
500,6/26/15,REP,20814,38.999759,-77.10185,1435276800
250,3/10/15,,20814,38.999759,-77.10185,1425945600
180,2/4/15,DEM,20814,38.999759,-77.10185,1423008000
250,6/24/15,,20814,38.999759,-77.10185,1435104000
236,2/1/15,,20814,38.999759,-77.10185,1422748800
-60,2/3/15,,20814,38.999759,-77.10185,1422921600
500,6/21/15,REP,20814,38.999759,-77.10185,1434844800
500,3/4/15,,20814,38.999759,-77.10185,1425427200
1000,3/11/15,DEM,20814,38.999759,-77.10185,1426032000
250,3/13/15,,20814,38.999759,-77.10185,1426204800
250,5/14/15,DEM,20814,38.999759,-77.10185,1431561600
3000,5/19/15,,20814,38.999759,-77.10185,1431993600
500,4/30/15,DEM,20814,38.999759,-77.10185,1430352000
236,3/1/15,,20814,38.999759,-77.10185,1425168000
400,3/19/15,,20814,38.999759,-77.10185,1426723200
500,4/1/15,DEM,20814,38.999759,-77.10185,1427846400
1000,5/25/15,,20814,38.999759,-77.10185,1432512000
208,1/6/15,,20814,38.999759,-77.10185,1420502400
1000,6/14/15,,20814,38.999759,-77.10185,1434240000
500,2/3/15,REP,20814,38.999759,-77.10185,1422921600
500,4/13/15,,20814,38.999759,-77.10185,1428883200
1000,6/22/15,DEM,20814,38.999759,-77.10185,1434931200
208,4/17/15,,20814,38.999759,-77.10185,1429228800
1000,6/8/15,,20814,38.999759,-77.10185,1433721600
500,2/4/15,REP,20814,38.999759,-77.10185,1423008000
200,3/24/15,,20814,38.999759,-77.10185,1427155200
1000,6/18/15,,20814,38.999759,-77.10185,1434585600
250,2/3/15,DEM,20814,38.999759,-77.10185,1422921600
250,6/9/15,,20814,38.999759,-77.10185,1433808000
1000,5/19/15,,20814,38.999759,-77.10185,1431993600
300,3/28/15,,20814,38.999759,-77.10185,1427500800
1700,3/28/15,,20814,38.999759,-77.10185,1427500800
500,6/14/15,DEM,20815,38.97986,-77.08079,1434240000
250,6/22/15,REP,20815,38.97986,-77.08079,1434931200
500,6/8/15,,20815,38.97986,-77.08079,1433721600
200,3/19/15,,20815,38.97986,-77.08079,1426723200
500,6/10/15,,20815,38.97986,-77.08079,1433894400
5400,3/26/15,,20815,38.97986,-77.08079,1427328000
210,1/12/15,,20815,38.97986,-77.08079,1421020800
230,4/28/15,,20815,38.97986,-77.08079,1430179200
250,6/22/15,REP,20815,38.97986,-77.08079,1434931200
2000,3/12/15,,20815,38.97986,-77.08079,1426118400
250,4/2/15,,20815,38.97986,-77.08079,1427932800
2500,2/11/15,,20815,38.97986,-77.08079,1423612800
1000,5/20/15,DEM,20815,38.97986,-77.08079,1432080000
500,3/30/15,,20815,38.97986,-77.08079,1427673600
250,3/30/15,,20815,38.97986,-77.08079,1427673600
1000,3/27/15,REP,20815,38.97986,-77.08079,1427414400
5400,3/9/15,,20815,38.97986,-77.08079,1425859200
1000,3/27/15,DEM,20815,38.97986,-77.08079,1427414400
300,1/12/15,,20815,38.97986,-77.08079,1421020800
1000,6/12/15,REP,20815,38.97986,-77.08079,1434067200
500,3/27/15,DEM,20815,38.97986,-77.08079,1427414400
200,5/22/15,,20815,38.97986,-77.08079,1432252800
500,3/16/15,DEM,20815,38.97986,-77.08079,1426464000
6700,6/30/15,DEM,20815,38.97986,-77.08079,1435622400
250,6/11/15,,20815,38.97986,-77.08079,1433980800
250,5/1/15,DEM,20815,38.97986,-77.08079,1430438400
100,2/11/15,REP,20815,38.97986,-77.08079,1423612800
250,3/15/15,,20815,38.97986,-77.08079,1426377600
2500,2/24/15,,20815,38.97986,-77.08079,1424736000
1500,1/30/15,,20815,38.97986,-77.08079,1422576000
1000,2/23/15,DEM,20815,38.97986,-77.08079,1424649600
2000,6/26/15,DEM,20815,38.97986,-77.08079,1435276800
1000,5/11/15,,20815,38.97986,-77.08079,1431302400
500,3/1/15,,20815,38.97986,-77.08079,1425168000
250,6/22/15,,20815,38.97986,-77.08079,1434931200
100,5/4/15,,20815,38.97986,-77.08079,1430697600
2700,5/21/15,DEM,20815,38.97986,-77.08079,1432166400
500,3/31/15,,20815,38.97986,-77.08079,1427760000
1000,6/12/15,,20815,38.97986,-77.08079,1434067200
0,3/6/15,,20815,38.97986,-77.08079,1425600000
1000,3/29/15,,20815,38.97986,-77.08079,1427587200
2500,5/4/15,,20815,38.97986,-77.08079,1430697600
500,5/17/15,DEM,20815,38.97986,-77.08079,1431820800
5400,3/18/15,,20815,38.97986,-77.08079,1426636800
1000,1/30/15,,20815,38.97986,-77.08079,1422576000
2000,5/14/15,DEM,20815,38.97986,-77.08079,1431561600
1000,3/30/15,,20815,38.97986,-77.08079,1427673600
1000,6/19/15,,20815,38.97986,-77.08079,1434672000
100,2/11/15,REP,20815,38.97986,-77.08079,1423612800
250,6/8/15,,20815,38.97986,-77.08079,1433721600
100,2/11/15,REP,20815,38.97986,-77.08079,1423612800
1000,2/21/15,,20815,38.97986,-77.08079,1424476800
200,3/19/15,,20815,38.97986,-77.08079,1426723200
500,1/29/15,,20815,38.97986,-77.08079,1422489600
100,2/11/15,REP,20815,38.97986,-77.08079,1423612800
500,6/5/15,,20815,38.97986,-77.08079,1433462400
200,3/30/15,,20815,38.97986,-77.08079,1427673600
-50,1/6/15,,20815,38.97986,-77.08079,1420502400
250,1/30/15,,20815,38.97986,-77.08079,1422576000
1000,4/1/15,,20815,38.97986,-77.08079,1427846400
1000,4/17/15,,20815,38.97986,-77.08079,1429228800
200,3/5/15,,20815,38.97986,-77.08079,1425513600
500,2/11/15,,20815,38.97986,-77.08079,1423612800
1000,3/27/15,,20815,38.97986,-77.08079,1427414400
250,3/4/15,,20815,38.97986,-77.08079,1425427200
1000,2/18/15,,20815,38.97986,-77.08079,1424217600
2700,3/6/15,,20815,38.97986,-77.08079,1425600000
2000,3/6/15,,20815,38.97986,-77.08079,1425600000
500,1/28/15,DEM,20815,38.97986,-77.08079,1422403200
1015,1/5/15,,20815,38.97986,-77.08079,1420416000
200,2/28/15,,20815,38.97986,-77.08079,1425081600
300,6/29/15,DEM,20815,38.97986,-77.08079,1435536000
210,6/26/15,,20815,38.97986,-77.08079,1435276800
500,3/11/15,,20815,38.97986,-77.08079,1426032000
250,5/27/15,,20815,38.97986,-77.08079,1432684800
5000,5/31/15,,20815,38.97986,-77.08079,1433030400
500,1/27/15,,20815,38.97986,-77.08079,1422316800
2700,5/15/15,,20815,38.97986,-77.08079,1431648000
500,6/2/15,,20815,38.97986,-77.08079,1433203200
500,6/18/15,,20815,38.97986,-77.08079,1434585600
1000,3/22/15,,20815,38.97986,-77.08079,1426982400
208,2/5/15,,20815,38.97986,-77.08079,1423094400
500,3/17/15,DEM,20815,38.97986,-77.08079,1426550400
5400,3/26/15,,20815,38.97986,-77.08079,1427328000
250,6/9/15,,20815,38.97986,-77.08079,1433808000
5000,3/26/15,,20815,38.97986,-77.08079,1427328000
500,3/4/15,,20815,38.97986,-77.08079,1425427200
500,4/30/15,,20815,38.97986,-77.08079,1430352000
450,1/11/15,,20815,38.97986,-77.08079,1420934400
2500,2/25/15,,20815,38.97986,-77.08079,1424822400
1000,3/29/15,,20815,38.97986,-77.08079,1427587200
1000,6/11/15,,20815,38.97986,-77.08079,1433980800
2500,1/22/15,,20815,38.97986,-77.08079,1421884800
250,3/5/15,,20815,38.97986,-77.08079,1425513600
250,6/4/15,,20815,38.97986,-77.08079,1433376000
5000,3/31/15,,20815,38.97986,-77.08079,1427760000
500,3/30/15,DEM,20815,38.97986,-77.08079,1427673600
2500,3/31/15,,20815,38.97986,-77.08079,1427760000
2700,3/29/15,,20815,38.97986,-77.08079,1427587200
250,2/22/15,,20815,38.97986,-77.08079,1424563200
2700,3/29/15,,20815,38.97986,-77.08079,1427587200
1000,5/1/15,,20815,38.97986,-77.08079,1430438400
250,2/4/15,,20815,38.97986,-77.08079,1423008000
200,3/26/15,,20815,38.97986,-77.08079,1427328000
1000,3/4/15,,20815,38.97986,-77.08079,1425427200
500,2/6/15,,20815,38.97986,-77.08079,1423180800
500,5/28/15,,20815,38.97986,-77.08079,1432771200
1200,6/22/15,,20815,38.97986,-77.08079,1434931200
5000,4/24/15,,20815,38.97986,-77.08079,1429833600
300,3/30/15,,20815,38.97986,-77.08079,1427673600
250,6/14/15,DEM,20815,38.97986,-77.08079,1434240000
1000,1/29/15,DEM,20815,38.97986,-77.08079,1422489600
500,1/7/15,DEM,20815,38.97986,-77.08079,1420588800
175,5/28/15,,20815,38.97986,-77.08079,1432771200
500,5/20/15,DEM,20815,38.97986,-77.08079,1432080000
-5,3/6/15,,20815,38.97986,-77.08079,1425600000
250,1/23/15,DEM,20815,38.97986,-77.08079,1421971200
1000,6/22/15,,20815,38.97986,-77.08079,1434931200
5400,3/28/15,,20815,38.97986,-77.08079,1427500800
5000,2/18/15,,20815,38.97986,-77.08079,1424217600
-5,2/25/15,,20815,38.97986,-77.08079,1424822400
200,2/27/15,,20815,38.97986,-77.08079,1424995200
200,3/19/15,,20815,38.97986,-77.08079,1426723200
250,6/14/15,DEM,20815,38.97986,-77.08079,1434240000
500,5/22/15,DEM,20815,38.97986,-77.08079,1432252800
250,6/19/15,,20815,38.97986,-77.08079,1434672000
250,3/15/15,,20815,38.97986,-77.08079,1426377600
1000,5/14/15,,20815,38.97986,-77.08079,1431561600
-500,3/31/15,,20815,38.97986,-77.08079,1427760000
1000,5/21/15,REP,20815,38.97986,-77.08079,1432166400
500,6/23/15,DEM,20815,38.97986,-77.08079,1435017600
2000,3/30/15,,20815,38.97986,-77.08079,1427673600
500,5/27/15,,20815,38.97986,-77.08079,1432684800
250,1/13/15,,20815,38.97986,-77.08079,1421107200
500,3/16/15,,20815,38.97986,-77.08079,1426464000
500,3/30/15,DEM,20815,38.97986,-77.08079,1427673600
1000,3/29/15,,20815,38.97986,-77.08079,1427587200
500,3/12/15,DEM,20815,38.97986,-77.08079,1426118400
-5,2/25/15,,20815,38.97986,-77.08079,1424822400
500,3/31/15,DEM,20815,38.97986,-77.08079,1427760000
-50,1/6/15,,20815,38.97986,-77.08079,1420502400
2700,6/22/15,REP,20815,38.97986,-77.08079,1434931200
5400,3/19/15,,20815,38.97986,-77.08079,1426723200
2700,6/18/15,REP,20815,38.97986,-77.08079,1434585600
250,6/20/15,,20815,38.97986,-77.08079,1434758400
500,2/3/15,,20815,38.97986,-77.08079,1422921600
650,5/31/15,,20815,38.97986,-77.08079,1433030400
1000,3/25/15,,20815,38.97986,-77.08079,1427241600
300,4/22/15,,20815,38.97986,-77.08079,1429660800
2600,2/15/15,,20815,38.97986,-77.08079,1423958400
500,3/31/15,DEM,20815,38.97986,-77.08079,1427760000
500,2/23/15,,20815,38.97986,-77.08079,1424649600
1000,3/31/15,,20815,38.97986,-77.08079,1427760000
2500,3/12/15,,20815,38.97986,-77.08079,1426118400
500,3/26/15,DEM,20815,38.97986,-77.08079,1427328000
5000,4/13/15,DEM,20815,38.97986,-77.08079,1428883200
250,6/10/15,,20815,38.97986,-77.08079,1433894400
250,2/12/15,,20815,38.97986,-77.08079,1423699200
1000,3/19/15,,20815,38.97986,-77.08079,1426723200
1000,2/20/15,,20815,38.97986,-77.08079,1424390400
250,3/5/15,,20815,38.97986,-77.08079,1425513600
250,3/31/15,,20815,38.97986,-77.08079,1427760000
416,5/5/15,,20815,38.97986,-77.08079,1430784000
1000,5/26/15,,20815,38.97986,-77.08079,1432598400
250,3/23/15,,20815,38.97986,-77.08079,1427068800
-5,2/25/15,,20815,38.97986,-77.08079,1424822400
2700,5/18/15,DEM,20815,38.97986,-77.08079,1431907200
1000,3/31/15,,20815,38.97986,-77.08079,1427760000
2700,3/24/15,,20815,38.97986,-77.08079,1427155200
200,6/3/15,,20815,38.97986,-77.08079,1433289600
1000,2/11/15,,20815,38.97986,-77.08079,1423612800
1500,2/11/15,,20815,38.97986,-77.08079,1423612800
1000,6/23/15,REP,20815,38.97986,-77.08079,1435017600
1200,2/2/15,,20815,38.97986,-77.08079,1422835200
5400,3/29/15,,20815,38.97986,-77.08079,1427587200
500,6/5/15,,20815,38.97986,-77.08079,1433462400
1200,4/3/15,,20815,38.97986,-77.08079,1428019200
500,3/10/15,,20815,38.97986,-77.08079,1425945600
1000,5/29/15,,20815,38.97986,-77.08079,1432857600
2500,3/31/15,,20815,38.97986,-77.08079,1427760000
-50,1/6/15,,20815,38.97986,-77.08079,1420502400
1000,6/30/15,,20815,38.97986,-77.08079,1435622400
-50,1/6/15,,20815,38.97986,-77.08079,1420502400
5200,1/1/15,DEM,20815,38.97986,-77.08079,1420070400
500,3/16/15,,20815,38.97986,-77.08079,1426464000
1200,2/28/15,,20815,38.97986,-77.08079,1425081600
500,2/23/15,DEM,20815,38.97986,-77.08079,1424649600
1000,3/16/15,,20815,38.97986,-77.08079,1426464000
500,2/4/15,,20815,38.97986,-77.08079,1423008000
240,6/30/15,,20815,38.97986,-77.08079,1435622400
250,6/8/15,,20815,38.97986,-77.08079,1433721600
500,5/10/15,,20815,38.97986,-77.08079,1431216000
2700,5/15/15,,20815,38.97986,-77.08079,1431648000
1000,2/13/15,DEM,20815,38.97986,-77.08079,1423785600
250,6/24/15,,20815,38.97986,-77.08079,1435104000
500,6/22/15,,20815,38.97986,-77.08079,1434931200
250,6/24/15,DEM,20815,38.97986,-77.08079,1435104000
1000,6/17/15,,20815,38.97986,-77.08079,1434499200
250,1/23/15,,20815,38.97986,-77.08079,1421971200
500,4/16/15,REP,20815,38.97986,-77.08079,1429142400
1000,3/12/15,DEM,20815,38.97986,-77.08079,1426118400
500,1/30/15,,20815,38.97986,-77.08079,1422576000
500,3/27/15,,20815,38.97986,-77.08079,1427414400
250,3/31/15,,20815,38.97986,-77.08079,1427760000
500,6/15/15,,20815,38.97986,-77.08079,1434326400
2500,3/31/15,,20815,38.97986,-77.08079,1427760000
500,6/4/15,,20815,38.97986,-77.08079,1433376000
1000,6/18/15,,20815,38.97986,-77.08079,1434585600
500,6/3/15,,20815,38.97986,-77.08079,1433289600
1000,2/23/15,,20815,38.97986,-77.08079,1424649600
500,3/27/15,,20815,38.97986,-77.08079,1427414400
200,5/31/15,,20815,38.97986,-77.08079,1433030400
500,3/31/15,,20815,38.97986,-77.08079,1427760000
200,3/20/15,,20815,38.97986,-77.08079,1426809600
500,3/31/15,,20815,38.97986,-77.08079,1427760000
250,5/15/15,,20815,38.97986,-77.08079,1431648000
2700,3/11/15,DEM,20815,38.97986,-77.08079,1426032000
500,3/31/15,,20815,38.97986,-77.08079,1427760000
500,6/15/15,,20815,38.97986,-77.08079,1434326400
3000,4/3/15,,20815,38.97986,-77.08079,1428019200
500,5/14/15,,20815,38.97986,-77.08079,1431561600
1000,3/30/15,,20815,38.97986,-77.08079,1427673600
2500,3/12/15,,20815,38.97986,-77.08079,1426118400
500,4/10/15,DEM,20815,38.97986,-77.08079,1428624000
5400,3/31/15,,20815,38.97986,-77.08079,1427760000
200,4/30/15,,20815,38.97986,-77.08079,1430352000
250,3/31/15,DEM,20815,38.97986,-77.08079,1427760000
250,6/5/15,,20815,38.97986,-77.08079,1433462400
1000,3/30/15,,20815,38.97986,-77.08079,1427673600
500,6/3/15,,20815,38.97986,-77.08079,1433289600
1000,6/30/15,DEM,20815,38.97986,-77.08079,1435622400
500,3/10/15,,20815,38.97986,-77.08079,1425945600
1000,3/26/15,,20815,38.97986,-77.08079,1427328000
416,2/12/15,,20815,38.97986,-77.08079,1423699200
250,3/13/15,DEM,20815,38.97986,-77.08079,1426204800
500,3/13/15,DEM,20815,38.97986,-77.08079,1426204800
1000,6/3/15,,20815,38.97986,-77.08079,1433289600
250,3/13/15,,20815,38.97986,-77.08079,1426204800
200,5/23/15,,20815,38.97986,-77.08079,1432339200
500,3/29/15,DEM,20815,38.97986,-77.08079,1427587200
208,4/6/15,,20815,38.97986,-77.08079,1428278400
250,2/26/15,,20815,38.97986,-77.08079,1424908800
2700,3/29/15,,20815,38.97986,-77.08079,1427587200
1000,2/17/15,,20815,38.97986,-77.08079,1424131200
2700,3/29/15,,20815,38.97986,-77.08079,1427587200
250,3/12/15,DEM,20815,38.97986,-77.08079,1426118400
2700,6/18/15,REP,20815,38.97986,-77.08079,1434585600
500,6/13/15,,20815,38.97986,-77.08079,1434153600
250,3/5/15,,20815,38.97986,-77.08079,1425513600
250,6/4/15,,20815,38.97986,-77.08079,1433376000
500,5/18/15,REP,20815,38.97986,-77.08079,1431907200
1000,2/18/15,,20815,38.97986,-77.08079,1424217600
1000,4/8/15,,20815,38.97986,-77.08079,1428451200
500,6/9/15,,20815,38.97986,-77.08079,1433808000
500,3/5/15,,20815,38.97986,-77.08079,1425513600
250,6/22/15,,20815,38.97986,-77.08079,1434931200
1200,3/3/15,,20815,38.97986,-77.08079,1425340800
1000,5/14/15,,20815,38.97986,-77.08079,1431561600
200,1/31/15,,20815,38.97986,-77.08079,1422662400
500,6/3/15,,20815,38.97986,-77.08079,1433289600
500,3/25/15,,20815,38.97986,-77.08079,1427241600
1000,3/25/15,,20815,38.97986,-77.08079,1427241600
200,3/13/15,,20815,38.97986,-77.08079,1426204800
