TRANSACTION_AMT,TRANSACTION_DT,CMTE_PTY_AFFILIATION,ZIP,LAT,LNG,UnixTime
5000,5/28/15,REP,602,18.363285,-67.18024,1432771200
300,1/15/15,DEM,604,18.498987,-67.13699,1421280000
1000,4/30/15,,605,18.465162,-67.141486,1430352000
1500,3/2/15,OTH,612,18.449732,-66.69879,1425254400
250,3/2/15,OTH,612,18.449732,-66.69879,1425254400
500,3/2/15,OTH,627,18.435246,-66.85644,1425254400
1250,3/2/15,OTH,627,18.435246,-66.85644,1425254400
1000,4/30/15,,646,18.442798,-66.27689,1430352000
2500,4/29/15,,646,18.442798,-66.27689,1430265600
2300,3/3/15,REP,646,18.442798,-66.27689,1425340800
5000,6/1/15,,646,18.442798,-66.27689,1433116800
2700,3/3/15,REP,646,18.442798,-66.27689,1425340800
10000000,4/9/15,,646,18.442798,-66.27689,1428537600
250,6/29/15,DEM,677,18.336121,-67.23675,1435536000
300,3/27/15,UNK,681,18.219023,-67.508068,1427414400
1000,1/16/15,,705,18.12942,-66.26541,1421366400
240,6/30/15,,725,18.233927,-66.04502,1435622400
1000,4/30/15,,725,18.233927,-66.04502,1430352000
250,1/8/15,DEM,726,18.212965,-66.058033,1420675200
2000,5/5/15,,727,18.23,-66.03,1430784000
2700,6/1/15,DEM,734,17.999499,-66.643934,1433116800
600,4/7/15,DEM,773,18.361344,-65.72133,1428364800
250,4/17/15,DEM,773,18.361344,-65.72133,1429228800
1497,3/3/15,DEM,775,18.311149,-65.29257,1425340800
1000,3/3/15,DEM,775,18.311149,-65.29257,1425340800
2000,3/12/15,REP,791,18.147257,-65.82269,1426118400
500,1/30/15,,791,18.147257,-65.82269,1422576000
4000,3/13/15,,792,18.138029,-65.788499,1426204800
2500,1/1/15,DEM,801,18.322285,-64.963715,1420070400
5400,3/28/15,,802,18.322285,-64.963715,1427500800
250,4/13/15,REP,802,18.322285,-64.963715,1428883200
500,4/20/15,DEM,802,18.322285,-64.963715,1429488000
5000,3/24/15,,802,18.322285,-64.963715,1427155200
29,2/24/15,,802,18.322285,-64.963715,1424736000
1000,3/28/15,,802,18.322285,-64.963715,1427500800
25,3/31/15,,802,18.322285,-64.963715,1427760000
50,3/3/15,,802,18.322285,-64.963715,1425340800
500,4/20/15,DEM,802,18.322285,-64.963715,1429488000
250,3/31/15,DEM,802,18.322285,-64.963715,1427760000
1000,2/27/15,REP,802,18.322285,-64.963715,1424995200
50,5/1/15,,802,18.322285,-64.963715,1430438400
1000,2/27/15,REP,802,18.322285,-64.963715,1424995200
1000,3/30/15,,802,18.322285,-64.963715,1427673600
500,3/6/15,,802,18.322285,-64.963715,1425600000
2700,3/29/15,,802,18.322285,-64.963715,1427587200
25,3/3/15,,802,18.322285,-64.963715,1425340800
1000,3/6/15,,802,18.322285,-64.963715,1425600000
270,6/22/15,DEM,802,18.322285,-64.963715,1434931200
50,3/31/15,,802,18.322285,-64.963715,1427760000
25,3/9/15,,802,18.322285,-64.963715,1425859200
2600,2/27/15,REP,802,18.322285,-64.963715,1424995200
25,1/25/15,,802,18.322285,-64.963715,1422144000
250,3/2/15,DEM,802,18.322285,-64.963715,1425254400
2500,1/8/15,DEM,803,18.322285,-64.963715,1420675200
2600,6/20/15,REP,803,18.322285,-64.963715,1434758400
250,2/13/15,,804,18.322285,-64.963715,1423785600
270,5/29/15,,804,18.322285,-64.963715,1432857600
500,3/30/15,,804,18.322285,-64.963715,1427673600
200,3/17/15,,804,18.322285,-64.963715,1426550400
500,3/29/15,,804,18.322285,-64.963715,1427587200
1000,3/31/15,,804,18.322285,-64.963715,1427760000
1000,5/20/15,,804,18.322285,-64.963715,1432080000
250,1/13/15,,804,18.322285,-64.963715,1421107200
500,3/6/15,,804,18.322285,-64.963715,1425600000
1000,3/17/15,,804,18.322285,-64.963715,1426550400
1000,4/20/15,DEM,804,18.322285,-64.963715,1429488000
250,3/13/15,,804,18.322285,-64.963715,1426204800
700,6/8/15,,804,18.322285,-64.963715,1433721600
250,6/13/15,,804,18.322285,-64.963715,1434153600
270,3/29/15,,804,18.322285,-64.963715,1427587200
416,1/6/15,UNK,820,17.734211,-64.734694,1420502400
500,5/7/15,DEM,820,17.734211,-64.734694,1430956800
1000,3/28/15,,820,17.734211,-64.734694,1427500800
2600,2/13/15,REP,820,17.734211,-64.734694,1423785600
1000,3/28/15,,820,17.734211,-64.734694,1427500800
1000,3/25/15,,820,17.734211,-64.734694,1427241600
1000,3/28/15,DEM,820,17.734211,-64.734694,1427500800
250,5/26/15,,820,17.734211,-64.734694,1432598400
416,5/5/15,UNK,820,17.734211,-64.734694,1430784000
416,2/3/15,UNK,820,17.734211,-64.734694,1422921600
416,4/12/15,UNK,820,17.734211,-64.734694,1428796800
416,6/8/15,UNK,820,17.734211,-64.734694,1433721600
250,5/10/15,,820,17.734211,-64.734694,1431216000
416,3/3/15,UNK,820,17.734211,-64.734694,1425340800
2700,6/30/15,REP,820,17.734211,-64.734694,1435622400
1000,3/30/15,,822,17.734211,-64.734694,1427673600
-2700,3/31/15,REP,824,17.734211,-64.734694,1427760000
1300,1/26/15,DEM,824,17.734211,-64.734694,1422230400
2700,3/31/15,REP,824,17.734211,-64.734694,1427760000
5400,3/31/15,REP,824,17.734211,-64.734694,1427760000
2700,3/31/15,REP,824,17.734211,-64.734694,1427760000
500,6/18/15,,824,17.734211,-64.734694,1434585600
-2700,3/31/15,REP,824,17.734211,-64.734694,1427760000
10800,3/31/15,REP,824,17.734211,-64.734694,1427760000
500,6/18/15,DEM,824,17.734211,-64.734694,1434585600
2700,3/31/15,REP,824,17.734211,-64.734694,1427760000
1000,5/6/15,,824,17.734211,-64.734694,1430870400
1000,1/26/15,,824,17.734211,-64.734694,1422230400
1500,2/4/15,,824,17.734211,-64.734694,1423008000
2700,6/30/15,REP,824,17.734211,-64.734694,1435622400
1300,1/26/15,DEM,824,17.734211,-64.734694,1422230400
3000,1/14/15,DEM,824,17.734211,-64.734694,1421193600
3500,2/4/15,,824,17.734211,-64.734694,1423008000
1300,1/26/15,DEM,824,17.734211,-64.734694,1422230400
500,1/15/15,DEM,824,17.734211,-64.734694,1421280000
2600,2/13/15,REP,824,17.734211,-64.734694,1423785600
250,4/20/15,DEM,830,18.32816,-64.740737,1429488000
500,4/20/15,DEM,830,18.32816,-64.740737,1429488000
250,4/20/15,DEM,830,18.32816,-64.740737,1429488000
500,5/22/15,,831,18.32816,-64.740737,1432252800
500,4/8/15,,831,18.32816,-64.740737,1428451200
250,4/14/15,DEM,831,18.32816,-64.740737,1428969600
350,5/15/15,,831,18.32816,-64.740737,1431648000
500,6/30/15,DEM,831,18.32816,-64.740737,1435622400
500,5/21/15,,831,18.32816,-64.740737,1432166400
500,3/23/15,,850,17.734211,-64.734694,1427068800
2500,1/29/15,DEM,850,17.734211,-64.734694,1422489600
2500,1/29/15,DEM,850,17.734211,-64.734694,1422489600
2700,6/29/15,DEM,901,18.465426,-66.10786,1435536000
500,5/26/15,,901,18.465426,-66.10786,1432598400
2500,2/4/15,,901,18.465426,-66.10786,1423008000
1000,5/4/15,,901,18.465426,-66.10786,1430697600
1000,3/10/15,,901,18.465426,-66.10786,1425945600
1000,6/17/15,,901,18.465426,-66.10786,1434499200
1000,5/5/15,,901,18.465426,-66.10786,1430784000
250,5/10/15,DEM,901,18.465426,-66.10786,1431216000
500,3/19/15,,901,18.465426,-66.10786,1426723200
1500,3/6/15,OTH,902,18.410462,-66.060533,1425600000
500,5/18/15,DEM,902,18.410462,-66.060533,1431907200
250,4/13/15,REP,902,18.410462,-66.060533,1428883200
1000,3/13/15,OTH,902,18.410462,-66.060533,1426204800
2500,3/31/15,OTH,907,18.451131,-66.07798,1427760000
250,1/16/15,,907,18.451131,-66.07798,1421366400
300,1/23/15,DEM,907,18.451131,-66.07798,1421971200
250,3/7/15,OTH,907,18.451131,-66.07798,1425686400
500,3/13/15,OTH,907,18.451131,-66.07798,1426204800
1000,4/28/15,,907,18.451131,-66.07798,1430179200
2700,6/29/15,OTH,907,18.451131,-66.07798,1435536000
20,2/21/15,,908,18.410462,-66.060533,1424476800
20,5/21/15,,908,18.410462,-66.060533,1432166400
20,4/21/15,,908,18.410462,-66.060533,1429574400
20,3/21/15,,908,18.410462,-66.060533,1426896000
2600,6/12/15,REP,908,18.410462,-66.060533,1434067200
1800,6/26/15,,908,18.410462,-66.060533,1435276800
20,6/21/15,,908,18.410462,-66.060533,1434844800
20,1/21/15,,908,18.410462,-66.060533,1421798400
105,4/10/15,,908,18.410462,-66.060533,1428624000
1000,5/4/15,,911,18.45009,-66.0577,1430697600
1000,4/30/15,,911,18.45009,-66.0577,1430352000
500,4/28/15,,911,18.45009,-66.0577,1430179200
1350,6/30/15,REP,912,18.445946,-66.05928,1435622400
1000,4/30/15,,917,18.422263,-66.0513,1430352000
1000,3/13/15,OTH,917,18.422263,-66.0513,1426204800
1000,6/1/15,,917,18.422263,-66.0513,1433116800
1000,3/13/15,OTH,917,18.422263,-66.0513,1426204800
2700,6/30/15,DEM,917,18.422263,-66.0513,1435622400
360,6/8/15,REP,917,18.422263,-66.0513,1433721600
250,6/12/15,,917,18.422263,-66.0513,1434067200
500,3/12/15,REP,917,18.422263,-66.0513,1426118400
2600,3/16/15,DEM,918,18.417668,-66.06494,1426464000
2000,4/28/15,,918,18.417668,-66.06494,1430179200
225,6/16/15,DEM,918,18.417668,-66.06494,1434412800
1000,4/28/15,,919,18.410462,-66.060533,1430179200
200,6/30/15,REP,919,18.410462,-66.060533,1435622400
1000,4/30/15,,919,18.410462,-66.060533,1430352000
2300,3/13/15,,919,18.410462,-66.060533,1426204800
1000,6/30/15,REP,919,18.410462,-66.060533,1435622400
1400,6/12/15,REP,919,18.410462,-66.060533,1434067200
2700,6/19/15,REP,920,18.41242,-66.09069,1434672000
500,6/19/15,REP,920,18.41242,-66.09069,1434672000
500,6/19/15,REP,920,18.41242,-66.09069,1434672000
200,6/19/15,REP,920,18.41242,-66.09069,1434672000
500,6/19/15,REP,920,18.41242,-66.09069,1434672000
500,6/19/15,REP,920,18.41242,-66.09069,1434672000
500,6/19/15,REP,920,18.41242,-66.09069,1434672000
2500,4/28/15,,920,18.41242,-66.09069,1430179200
1000,4/30/15,,922,18.410462,-66.060533,1430352000
1085,3/6/15,REP,925,18.400006,-66.05028,1425600000
1500,6/18/15,OTH,925,18.400006,-66.05028,1434585600
250,4/28/15,,925,18.400006,-66.05028,1430179200
1500,6/18/15,OTH,925,18.400006,-66.05028,1434585600
2700,6/19/15,REP,926,18.361363,-66.0562,1434672000
250,3/7/15,OTH,926,18.361363,-66.0562,1425686400
2600,3/16/15,DEM,926,18.361363,-66.0562,1426464000
2700,5/27/15,DEM,926,18.361363,-66.0562,1432684800
250,1/16/15,,926,18.361363,-66.0562,1421366400
250,1/16/15,,926,18.361363,-66.0562,1421366400
2700,5/27/15,DEM,926,18.361363,-66.0562,1432684800
1000,4/30/15,,926,18.361363,-66.0562,1430352000
2500,4/28/15,,926,18.361363,-66.0562,1430179200
250,5/8/15,,926,18.361363,-66.0562,1431043200
1000,3/13/15,OTH,926,18.361363,-66.0562,1426204800
250,3/7/15,OTH,926,18.361363,-66.0562,1425686400
500,3/7/15,OTH,926,18.361363,-66.0562,1425686400
500,5/5/15,,926,18.361363,-66.0562,1430784000
2500,5/21/15,OTH,926,18.361363,-66.0562,1432166400
250,2/8/15,,926,18.361363,-66.0562,1423353600
360,6/8/15,REP,926,18.361363,-66.0562,1433721600
250,1/16/15,,926,18.361363,-66.0562,1421366400
2000,4/28/15,,926,18.361363,-66.0562,1430179200
250,3/7/15,OTH,926,18.361363,-66.0562,1425686400
2600,3/16/15,DEM,927,18.39184,-66.06867,1426464000
2400,5/1/15,DEM,927,18.39184,-66.06867,1430438400
250,2/19/15,,927,18.39184,-66.06867,1424304000
365,5/28/15,,927,18.39184,-66.06867,1432771200
2400,5/1/15,DEM,927,18.39184,-66.06867,1430438400
2600,3/16/15,DEM,927,18.39184,-66.06867,1426464000
2600,3/16/15,DEM,927,18.39184,-66.06867,1426464000
500,4/30/15,,936,18.410462,-66.060533,1430352000
2700,6/30/15,DEM,936,18.410462,-66.060533,1435622400
500,3/31/15,OTH,936,18.410462,-66.060533,1427760000
2700,6/30/15,DEM,936,18.410462,-66.060533,1435622400
1000,3/13/15,OTH,936,18.410462,-66.060533,1426204800
1000,4/30/15,,936,18.410462,-66.060533,1430352000
2600,3/16/15,DEM,936,18.410462,-66.060533,1426464000
2700,5/9/15,DEM,936,18.410462,-66.060533,1431129600
500,3/7/15,OTH,953,18.36802,-66.23414,1425686400
250,3/7/15,OTH,953,18.36802,-66.23414,1425686400
300,3/16/15,UNK,955,18.410462,-66.060533,1426464000
500,5/11/15,DEM,959,18.387063,-66.15943,1431302400
-250,1/13/15,REP,960,18.34487,-66.166014,1421107200
250,1/16/15,,961,18.412462,-66.16033,1421366400
250,3/7/15,OTH,966,18.398507,-66.11522,1425686400
250,3/7/15,OTH,966,18.398507,-66.11522,1425686400
250,3/3/15,DEM,966,18.398507,-66.11522,1425340800
1000,5/25/15,DEM,966,18.398507,-66.11522,1432512000
300,6/26/15,,966,18.398507,-66.11522,1435276800
2700,4/18/15,DEM,966,18.398507,-66.11522,1429315200
500,3/31/15,OTH,966,18.398507,-66.11522,1427760000
1000,3/13/15,OTH,966,18.398507,-66.11522,1426204800
250,3/7/15,OTH,966,18.398507,-66.11522,1425686400
1000,4/30/15,,966,18.398507,-66.11522,1430352000
2700,6/15/15,DEM,968,18.408479,-66.1025,1434326400
2000,5/5/15,,968,18.408479,-66.1025,1430784000
500,3/31/15,OTH,968,18.408479,-66.1025,1427760000
500,5/18/15,DEM,969,18.366981,-66.10889,1431907200
2700,5/27/15,DEM,969,18.366981,-66.10889,1432684800
1350,6/30/15,REP,969,18.366981,-66.10889,1435622400
1000,4/30/15,,969,18.366981,-66.10889,1430352000
1000,4/16/15,,969,18.366981,-66.10889,1429142400
250,3/7/15,OTH,969,18.366981,-66.10889,1425686400
500,3/7/15,OTH,969,18.366981,-66.10889,1425686400
300,5/8/15,,969,18.366981,-66.10889,1431043200
2000,4/30/15,,969,18.366981,-66.10889,1430352000
1000,4/27/15,,969,18.366981,-66.10889,1430092800
250,3/7/15,OTH,976,18.346767,-66.00561,1425686400
250,3/7/15,OTH,976,18.346767,-66.00561,1425686400
250,3/7/15,OTH,979,18.431885,-66.0127,1425686400
2700,5/29/15,DEM,979,18.431885,-66.0127,1432857600
5000,3/23/15,,979,18.431885,-66.0127,1427068800
1000,3/31/15,OTH,979,18.431885,-66.0127,1427760000
1000,3/13/15,OTH,979,18.431885,-66.0127,1426204800
1000,3/12/15,REP,979,18.431885,-66.0127,1426118400
2700,5/29/15,,979,18.431885,-66.0127,1432857600
360,6/8/15,REP,979,18.431885,-66.0127,1433721600
500,1/20/15,DEM,983,18.414408,-65.97582,1421712000
500,4/10/15,,983,18.414408,-65.97582,1428624000
3000,2/2/15,,1001,42.07061,-72.62029,1422835200
200,4/17/15,,1002,42.377651,-72.50323,1429228800
-50,3/30/15,,1002,42.377651,-72.50323,1427673600
200,4/21/15,DEM,1002,42.377651,-72.50323,1429574400
250,5/27/15,,1002,42.377651,-72.50323,1432684800
300,1/20/15,,1002,42.377651,-72.50323,1421712000
-50,3/30/15,,1002,42.377651,-72.50323,1427673600
-50,3/30/15,,1002,42.377651,-72.50323,1427673600
250,3/23/15,DEM,1002,42.377651,-72.50323,1427068800
200,2/28/15,DEM,1002,42.377651,-72.50323,1425081600
-50,3/30/15,,1002,42.377651,-72.50323,1427673600
3,1/5/15,,1002,42.377651,-72.50323,1420416000
5000,3/25/15,DEM,1002,42.377651,-72.50323,1427241600
250,6/8/15,,1002,42.377651,-72.50323,1433721600
600,4/27/15,DEM,1002,42.377651,-72.50323,1430092800
250,3/23/15,DEM,1002,42.377651,-72.50323,1427068800
-50,3/30/15,,1002,42.377651,-72.50323,1427673600
250,3/23/15,,1002,42.377651,-72.50323,1427068800
250,3/20/15,DEM,1002,42.377651,-72.50323,1426809600
250,1/30/15,,1002,42.377651,-72.50323,1422576000
-50,3/30/15,,1002,42.377651,-72.50323,1427673600
400,4/27/15,DEM,1002,42.377651,-72.50323,1430092800
375,5/14/15,,1002,42.377651,-72.50323,1431561600
200,2/28/15,DEM,1002,42.377651,-72.50323,1425081600
500,3/9/15,DEM,1002,42.377651,-72.50323,1425859200
2700,3/30/15,,1002,42.377651,-72.50323,1427673600
1200,6/17/15,,1002,42.377651,-72.50323,1434499200
-50,3/30/15,,1002,42.377651,-72.50323,1427673600
350,4/27/15,DEM,1002,42.377651,-72.50323,1430092800
250,6/13/15,,1002,42.377651,-72.50323,1434153600
-50,3/30/15,,1002,42.377651,-72.50323,1427673600
250,1/23/15,,1002,42.377651,-72.50323,1421971200
-35,1/5/15,,1002,42.377651,-72.50323,1420416000
-50,3/30/15,,1002,42.377651,-72.50323,1427673600
500,4/7/15,DEM,1002,42.377651,-72.50323,1428364800
500,4/27/15,DEM,1002,42.377651,-72.50323,1430092800
250,1/23/15,DEM,1002,42.377651,-72.50323,1421971200
400,4/27/15,DEM,1002,42.377651,-72.50323,1430092800
1400,4/27/15,DEM,1002,42.377651,-72.50323,1430092800
800,4/27/15,DEM,1002,42.377651,-72.50323,1430092800
250,3/20/15,,1002,42.377651,-72.50323,1426809600
200,2/28/15,DEM,1002,42.377651,-72.50323,1425081600
250,5/28/15,DEM,1004,42.384494,-72.513183,1432771200
250,3/23/15,DEM,1004,42.384494,-72.513183,1427068800
250,2/26/15,,1007,42.278424,-72.411,1424908800
-5,3/2/15,,1007,42.278424,-72.411,1425254400
250,3/12/15,,1007,42.278424,-72.411,1426118400
250,3/10/15,DEM,1007,42.278424,-72.411,1425945600
-5,3/2/15,,1007,42.278424,-72.411,1425254400
250,3/12/15,DEM,1007,42.278424,-72.411,1426118400
250,3/26/15,,1007,42.278424,-72.411,1427328000
250,3/27/15,,1009,42.206092,-72.340486,1427414400
50,6/30/15,DEM,1027,42.27279,-72.68677,1435622400
250,3/31/15,,1027,42.27279,-72.68677,1427760000
250,4/12/15,,1027,42.27279,-72.68677,1428796800
300,3/17/15,DEM,1027,42.27279,-72.68677,1426550400
250,3/31/15,DEM,1027,42.27279,-72.68677,1427760000
250,2/9/15,,1028,42.066795,-72.5102,1423440000
250,4/7/15,DEM,1028,42.066795,-72.5102,1428364800
250,4/6/15,,1028,42.066795,-72.5102,1428278400
250,3/9/15,DEM,1028,42.066795,-72.5102,1425859200
400,5/7/15,,1034,42.086224,-72.94464,1430956800
2700,6/15/15,DEM,1035,42.35549,-72.5733,1434326400
250,6/25/15,,1036,42.064703,-72.41735,1435190400
500,5/28/15,DEM,1039,42.381475,-72.69259,1432771200
500,3/9/15,DEM,1039,42.381475,-72.69259,1425859200
1000,3/12/15,DEM,1040,42.201891,-72.6242,1426118400
200,6/12/15,,1040,42.201891,-72.6242,1434067200
200,6/12/15,,1040,42.201891,-72.6242,1434067200
500,5/7/15,,1040,42.201891,-72.6242,1430956800
300,2/6/15,NNE,1040,42.201891,-72.6242,1423180800
250,3/12/15,,1040,42.201891,-72.6242,1426118400
25,4/15/15,DEM,1040,42.201891,-72.6242,1429056000
200,6/1/15,,1053,42.353105,-72.70206,1433116800
250,2/24/15,,1053,42.353105,-72.70206,1424736000
250,5/31/15,,1053,42.353105,-72.70206,1433030400
250,5/28/15,,1053,42.353105,-72.70206,1432771200
300,3/31/15,DEM,1053,42.353105,-72.70206,1427760000
250,5/31/15,,1053,42.353105,-72.70206,1433030400
200,6/20/15,DEM,1053,42.353105,-72.70206,1434758400
200,3/7/15,,1054,42.479839,-72.49879,1425686400
200,3/27/15,,1054,42.479839,-72.49879,1427414400
300,4/15/15,GRE,1054,42.479839,-72.49879,1429056000
200,5/27/15,DEM,1054,42.479839,-72.49879,1432684800
200,5/27/15,,1054,42.479839,-72.49879,1432684800
200,2/4/15,,1054,42.479839,-72.49879,1423008000
200,6/14/15,,1054,42.479839,-72.49879,1434240000
200,6/24/15,,1060,42.324539,-72.63561,1435104000
250,3/27/15,,1060,42.324539,-72.63561,1427414400
200,6/24/15,,1060,42.324539,-72.63561,1435104000
200,6/24/15,,1060,42.324539,-72.63561,1435104000
250,3/24/15,DEM,1060,42.324539,-72.63561,1427155200
250,3/23/15,DEM,1060,42.324539,-72.63561,1427068800
250,4/7/15,DEM,1060,42.324539,-72.63561,1428364800
250,3/31/15,DEM,1060,42.324539,-72.63561,1427760000
250,4/11/15,DEM,1060,42.324539,-72.63561,1428710400
500,6/20/15,DEM,1060,42.324539,-72.63561,1434758400
500,6/19/15,,1060,42.324539,-72.63561,1434672000
250,3/9/15,DEM,1060,42.324539,-72.63561,1425859200
250,4/7/15,DEM,1060,42.324539,-72.63561,1428364800
500,3/16/15,DEM,1060,42.324539,-72.63561,1426464000
500,3/31/15,DEM,1060,42.324539,-72.63561,1427760000
250,5/28/15,DEM,1060,42.324539,-72.63561,1432771200
250,4/28/15,,1060,42.324539,-72.63561,1430179200
250,1/26/15,,1060,42.324539,-72.63561,1422230400
250,5/18/15,,1060,42.324539,-72.63561,1431907200
250,3/27/15,DEM,1060,42.324539,-72.63561,1427414400
250,3/5/15,DEM,1062,42.324232,-72.67915,1425513600
250,5/18/15,,1062,42.324232,-72.67915,1431907200
500,6/2/15,,1062,42.324232,-72.67915,1433203200
250,4/8/15,DEM,1062,42.324232,-72.67915,1428451200
250,5/28/15,DEM,1062,42.324232,-72.67915,1432771200
2000,1/28/15,,1062,42.324232,-72.67915,1422403200
250,3/5/15,,1062,42.324232,-72.67915,1425513600
250,3/24/15,DEM,1062,42.324232,-72.67915,1427155200
500,6/3/15,,1062,42.324232,-72.67915,1433289600
1000,6/3/15,,1062,42.324232,-72.67915,1433289600
300,4/29/15,DEM,1062,42.324232,-72.67915,1430265600
33400,2/23/15,DEM,1062,42.324232,-72.67915,1424649600
500,5/15/15,DEM,1069,42.176401,-72.32646,1431648000
500,3/30/15,DEM,1070,42.515853,-72.91661,1427673600
-15,2/9/15,,1071,42.165931,-72.85153,1423440000
15,2/10/15,DEM,1071,42.165931,-72.85153,1423526400
18,2/9/15,,1071,42.165931,-72.85153,1423440000
325,3/8/15,,1072,42.486027,-72.42208,1425772800
250,4/7/15,DEM,1073,42.223885,-72.72777,1428364800
500,4/7/15,DEM,1075,42.234891,-72.58243,1428364800
65,5/22/15,REP,1075,42.234891,-72.58243,1432252800
250,3/9/15,DEM,1075,42.234891,-72.58243,1425859200
250,3/3/15,,1085,42.133642,-72.75029,1425340800
1000,3/20/15,DEM,1085,42.133642,-72.75029,1426809600
250,6/1/15,REP,1085,42.133642,-72.75029,1433116800
500,6/18/15,,1085,42.133642,-72.75029,1434585600
1000,4/21/15,,1089,42.112793,-72.64066,1429574400
500,3/9/15,DEM,1089,42.112793,-72.64066,1425859200
500,5/15/15,DEM,1089,42.112793,-72.64066,1431648000
299,6/30/15,NNE,1089,42.112793,-72.64066,1435622400
299,1/31/15,NNE,1089,42.112793,-72.64066,1422662400
419,5/12/15,,1089,42.112793,-72.64066,1431388800
500,3/31/15,DEM,1089,42.112793,-72.64066,1427760000
200,3/27/15,,1092,42.210777,-72.23904,1427414400
250,3/17/15,DEM,1095,42.12531,-72.44057,1426550400
-7,6/2/15,,1095,42.12531,-72.44057,1433203200
0,6/2/15,,1095,42.12531,-72.44057,1433203200
-7,6/2/15,,1095,42.12531,-72.44057,1433203200
-8,6/2/15,,1095,42.12531,-72.44057,1433203200
-8,6/2/15,,1095,42.12531,-72.44057,1433203200
2,6/2/15,,1095,42.12531,-72.44057,1433203200
-8,6/2/15,,1095,42.12531,-72.44057,1433203200
-8,6/2/15,,1095,42.12531,-72.44057,1433203200
0,6/2/15,,1095,42.12531,-72.44057,1433203200
250,2/10/15,,1095,42.12531,-72.44057,1423526400
-7,6/2/15,,1095,42.12531,-72.44057,1433203200
2,6/2/15,,1095,42.12531,-72.44057,1433203200
29,2/18/15,,1095,42.12531,-72.44057,1424217600
-20,6/2/15,,1095,42.12531,-72.44057,1433203200
0,6/2/15,,1095,42.12531,-72.44057,1433203200
-7,6/2/15,,1095,42.12531,-72.44057,1433203200
-7,6/2/15,,1095,42.12531,-72.44057,1433203200
0,6/2/15,,1095,42.12531,-72.44057,1433203200
-7,6/2/15,,1095,42.12531,-72.44057,1433203200
-20,6/2/15,,1095,42.12531,-72.44057,1433203200
375,4/10/15,,1095,42.12531,-72.44057,1428624000
0,6/2/15,,1095,42.12531,-72.44057,1433203200
0,6/2/15,,1095,42.12531,-72.44057,1433203200
-20,6/2/15,,1095,42.12531,-72.44057,1433203200
0,6/2/15,,1095,42.12531,-72.44057,1433203200
-7,6/2/15,,1095,42.12531,-72.44057,1433203200
2,6/2/15,,1095,42.12531,-72.44057,1433203200
2,6/2/15,,1095,42.12531,-72.44057,1433203200
2,6/2/15,,1095,42.12531,-72.44057,1433203200
0,6/2/15,,1095,42.12531,-72.44057,1433203200
-20,6/2/15,,1095,42.12531,-72.44057,1433203200
-8,6/2/15,,1095,42.12531,-72.44057,1433203200
0,6/2/15,,1095,42.12531,-72.44057,1433203200
2,6/2/15,,1095,42.12531,-72.44057,1433203200
-8,6/2/15,,1095,42.12531,-72.44057,1433203200
2,6/2/15,,1095,42.12531,-72.44057,1433203200
-20,6/2/15,,1095,42.12531,-72.44057,1433203200
56,6/3/15,DEM,1095,42.12531,-72.44057,1433289600
250,6/22/15,,1095,42.12531,-72.44057,1434931200
-20,6/2/15,,1095,42.12531,-72.44057,1433203200
0,6/2/15,,1095,42.12531,-72.44057,1433203200
500,4/7/15,DEM,1095,42.12531,-72.44057,1428364800
0,6/2/15,,1095,42.12531,-72.44057,1433203200
-20,6/2/15,,1095,42.12531,-72.44057,1433203200
-8,6/2/15,,1095,42.12531,-72.44057,1433203200
0,6/2/15,,1095,42.12531,-72.44057,1433203200
-7,6/2/15,,1095,42.12531,-72.44057,1433203200
2,6/2/15,,1095,42.12531,-72.44057,1433203200
0,6/2/15,,1095,42.12531,-72.44057,1433203200
250,3/9/15,DEM,1095,42.12531,-72.44057,1425859200
0,6/2/15,,1095,42.12531,-72.44057,1433203200
500,4/14/15,DEM,1095,42.12531,-72.44057,1428969600
-20,6/2/15,,1095,42.12531,-72.44057,1433203200
0,6/2/15,,1095,42.12531,-72.44057,1433203200
250,4/26/15,,1096,42.415236,-72.78271,1430006400
-4,1/20/15,,1098,42.399054,-72.93871,1421712000
250,4/9/15,,1103,42.103294,-72.59112,1428537600
2700,2/9/15,DEM,1103,42.103294,-72.59112,1423440000
2700,2/9/15,DEM,1103,42.103294,-72.59112,1423440000
1000,5/7/15,,1106,42.050395,-72.5712,1430956800
250,4/7/15,DEM,1106,42.050395,-72.5712,1428364800
1000,3/15/15,,1106,42.050395,-72.5712,1426377600
250,4/7/15,DEM,1106,42.050395,-72.5712,1428364800
500,4/7/15,DEM,1106,42.050395,-72.5712,1428364800
500,4/7/15,DEM,1106,42.050395,-72.5712,1428364800
250,3/24/15,REP,1106,42.050395,-72.5712,1427155200
250,3/9/15,DEM,1106,42.050395,-72.5712,1425859200
200,6/15/15,,1106,42.050395,-72.5712,1434326400
1000,3/12/15,,1106,42.050395,-72.5712,1426118400
250,3/9/15,DEM,1106,42.050395,-72.5712,1425859200
500,6/5/15,,1106,42.050395,-72.5712,1433462400
500,3/31/15,DEM,1106,42.050395,-72.5712,1427760000
350,4/8/15,,1106,42.050395,-72.5712,1428451200
250,4/7/15,DEM,1106,42.050395,-72.5712,1428364800
3000,4/21/15,UNK,1106,42.050395,-72.5712,1429574400
250,3/31/15,DEM,1106,42.050395,-72.5712,1427760000
500,3/9/15,DEM,1106,42.050395,-72.5712,1425859200
250,5/5/15,,1106,42.050395,-72.5712,1430784000
